id;name;university;faculty;exam
1.2.246.562.20.00000000000000056395;Erityispedagogiikka, kasvatustieteen kandidaatti ja maisteri (3 v + 2 v);Helsingin yliopisto;Kasvatustieteellinen tiedekunta;E
1.2.246.562.20.00000000000000056399;Klasslärare (undervisning på svenska), pedagogie kandidat och magister (3 år + 2 år);Helsingin yliopisto;Kasvatustieteellinen tiedekunta;E
1.2.246.562.20.00000000000000056396;Kotitalousopettaja, kasvatustieteen kandidaatti ja maisteri (3 v + 2 v);Helsingin yliopisto;Kasvatustieteellinen tiedekunta;E
1.2.246.562.20.00000000000000056397;Käsityönopettaja, kasvatustieteen kandidaatti ja maisteri (3 v + 2 v);Helsingin yliopisto;Kasvatustieteellinen tiedekunta;E
1.2.246.562.20.00000000000000056398;Luokanopettaja (opetus suomeksi), kasvatustieteen kandidaatti ja maisteri (3 v + 2 v);Helsingin yliopisto;Kasvatustieteellinen tiedekunta;E
1.2.246.562.20.00000000000000056401;Lärare inom småbarnspedagogik (undervisning på svenska), pedagogie kandidat (3 år);Helsingin yliopisto;Kasvatustieteellinen tiedekunta;E
1.2.246.562.20.00000000000000054959;Maisterihaku, varhaiskasvatus, kasvatustieteiden maisteriohjelma, kasvatustieteen maisteri (2 v);Helsingin yliopisto;Kasvatustieteellinen tiedekunta;E
1.2.246.562.20.00000000000000054960;Maisterihaku, yleinen ja aikuiskasvatustiede (opetus suomeksi), kasvatustieteiden maisteriohjelma, kasvatustieteen maisteri (2 v);Helsingin yliopisto;Kasvatustieteellinen tiedekunta;E
1.2.246.562.20.00000000000000056400;Varhaiskasvatuksen opettaja (opetus suomeksi), kasvatustieteen kandidaatti (3 v);Helsingin yliopisto;Kasvatustieteellinen tiedekunta;E
1.2.246.562.20.00000000000000056402;Yleinen ja aikuiskasvatustiede (opetus suomeksi), kasvatustieteen kandidaatti ja maisteri (3 v + 2 v);Helsingin yliopisto;Kasvatustieteellinen tiedekunta;E
1.2.246.562.20.00000000000000062303;Erityisluokanopettaja ja erityisopettaja, Joensuu, kasvatustieteen kandidaatti ja maisteri (3 v + 2 v);Itä-Suomen yliopisto;Filosofinen tiedekunta;E
1.2.246.562.20.00000000000000062308;Erityisopettaja, Joensuu, kasvatustieteen kandidaatti ja maisteri (3 v + 2 v);Itä-Suomen yliopisto;Filosofinen tiedekunta;E
1.2.246.562.20.00000000000000062332;Kasvatustiede ja aikuiskasvatustiede, Joensuu, kasvatustieteen kandidaatti ja maisteri (3 v + 2 v);Itä-Suomen yliopisto;Filosofinen tiedekunta;E
1.2.246.562.20.00000000000000062401;Kotitalousopettaja, Joensuu, kasvatustieteen kandidaatti ja maisteri (3 v + 2 v);Itä-Suomen yliopisto;Filosofinen tiedekunta;E
1.2.246.562.20.00000000000000062406;Käsityönopettaja, monimateriaalinen käsityö, Joensuu, kasvatustieteen kandidaatti ja maisteri (3 v + 2 v);Itä-Suomen yliopisto;Filosofinen tiedekunta;E
1.2.246.562.20.00000000000000062410;Luokanopettaja, Joensuu, kasvatustieteen kandidaatti ja maisteri (3 v + 2 v);Itä-Suomen yliopisto;Filosofinen tiedekunta;E
1.2.246.562.20.00000000000000062412;Opinto-ohjaaja ja uraohjaaja, Joensuu, kasvatustieteen kandidaatti ja maisteri (3 v + 2 v);Itä-Suomen yliopisto;Filosofinen tiedekunta;E
1.2.246.562.20.00000000000000062419;Varhaiskasvatuksen opettaja, Joensuu, kasvatustieteen kandidaatti (3 v);Itä-Suomen yliopisto;Filosofinen tiedekunta;E
1.2.246.562.20.00000000000000062417;Varhaiskasvatuksen opettaja, Joensuu, kasvatustieteen kandidaatti ja maisteri ( 3 v + 2 v);Itä-Suomen yliopisto;Filosofinen tiedekunta;E
1.2.246.562.20.00000000000000064728;Erityispedagogiikan kandidaatti- ja maisteriohjelma (erityisopettaja ja erityisluokanopettaja), kasvatustieteen kandidaatti ja maisteri (3 v + 2 v);Jyväskylän yliopisto;Kasvatustieteiden ja psykologian tiedekunta;E
1.2.246.562.20.00000000000000064741;Kasvatustieteen ja aikuiskasvatustieteen kandidaatti- ja maisteriohjelma, kasvatustieteen kandidaatti ja maisteri (3 v + 2 v);Jyväskylän yliopisto;Kasvatustieteiden ja psykologian tiedekunta;E
1.2.246.562.20.00000000000000064453;Luokanopettajan kandidaatti- ja maisteriohjelma, kasvatustieteen kandidaatti ja maisteri (3 v + 2 v);Jyväskylän yliopisto;Kasvatustieteiden ja psykologian tiedekunta;E
1.2.246.562.20.00000000000000064739;Varhaiskasvatuksen opettajan kandidaattiohjelma ja varhaiskasvatuksen maisteriohjelma, kasvatustieteen kandidaatti ja maisteri (3 v + 2 v);Jyväskylän yliopisto;Kasvatustieteiden ja psykologian tiedekunta;E
1.2.246.562.20.00000000000000064314;Liikuntapedagogiikan kandidaatti- ja maisteriohjelma, liikuntatieteiden kandidaatti ja maisteri (3 v + 2 v);Jyväskylän yliopisto;Liikuntatieteellinen tiedekunta;E
1.2.246.562.20.00000000000000064343;Erityisopettajan kandidaatti- ja maisteriohjelma, kasvatustieteen kandidaatti ja maisteri (3 v + 2 v), 2025;Lapin yliopisto;Kasvatustieteiden tiedekunta;E
1.2.246.562.20.00000000000000064333;Kasvatusalan kandidaatti- ja maisteriohjelma, kasvatustieteen kandidaatti ja maisteri (3 v + 2 v), 2025;Lapin yliopisto;Kasvatustieteiden tiedekunta;E
1.2.246.562.20.00000000000000064334;Kestävyyskasvatuksen kandidaatti- ja maisteriohjelma, kasvatustieteen kandidaatti ja maisteri (3 v + 2 v), 2025;Lapin yliopisto;Kasvatustieteiden tiedekunta;E
1.2.246.562.20.00000000000000064341;Luokanopettajan kandidaatti- ja maisteriohjelma, kasvatustieteen kandidaatti ja maisteri (3 v + 2 v), 2025;Lapin yliopisto;Kasvatustieteiden tiedekunta;E
1.2.246.562.20.00000000000000056056;Erityisopettaja ja erityisluokanopettaja, Erityispedagogiikan tutkinto-ohjelma, kasvatustieteen kandidaatti ja maisteri (3 v + 2 v);Oulun yliopisto;Kasvatustieteiden ja psykologian tiedekunta;E
1.2.246.562.20.00000000000000062597;Interkulttuurinen luokanopettaja, Interkulttuurinen luokanopettajan tutkinto-ohjelma, kasvatustieteen kandidaatti ja maisteri (3 v + 2 v);Oulun yliopisto;Kasvatustieteiden ja psykologian tiedekunta;E
1.2.246.562.20.00000000000000055892;Luokanopettaja, Luokanopettajan tutkinto-ohjelma, kasvatustieteen kandidaatti ja maisteri (3v+2v);Oulun yliopisto;Kasvatustieteiden ja psykologian tiedekunta;E
1.2.246.562.20.00000000000000055896;Musiikkikasvatus, Musiikkikasvatuksen tutkinto-ohjelma, kasvatustieteen kandidaatti ja maisteri (3 v + 2 v);Oulun yliopisto;Kasvatustieteiden ja psykologian tiedekunta;E
1.2.246.562.20.00000000000000055897;Oppimistieteet, Oppimistieteiden tutkinto-ohjelma, kasvatustieteen kandidaatti ja maisteri (3 v + 2 v);Oulun yliopisto;Kasvatustieteiden ja psykologian tiedekunta;E
1.2.246.562.20.00000000000000055898;Varhaiskasvatus, Varhaiskasvatuksen tutkinto-ohjelma, kasvatustieteen kandidaatti ja maisteri (3v+2v);Oulun yliopisto;Kasvatustieteiden ja psykologian tiedekunta;E
1.2.246.562.20.00000000000000056073;Yleinen kasvatustiede, Yleisen kasvatustieteen tutkinto-ohjelma, kasvatustieteen kandidaatti ja maisteri (3 v + 2 v);Oulun yliopisto;Kasvatustieteiden ja psykologian tiedekunta;E
1.2.246.562.20.00000000000000063313;Elinikäinen oppiminen ja kasvatus, Kasvatustieteiden koulutus, Kasvatustieteen kandidaatti ja maisteri (3 v + 2 v);Tampereen yliopisto;Kasvatustieteiden ja kulttuurin tiedekunta;E
1.2.246.562.20.00000000000000063315;Erityisopettaja, Kasvatustieteiden koulutus, Kasvatustieteen kandidaatti ja maisteri (3 v + 2 v);Tampereen yliopisto;Kasvatustieteiden ja kulttuurin tiedekunta;E
1.2.246.562.20.00000000000000063320;Luokanopettaja, Kasvatustieteiden koulutus, Kasvatustieteen kandidaatti ja maisteri (3 v + 2 v);Tampereen yliopisto;Kasvatustieteiden ja kulttuurin tiedekunta;E
1.2.246.562.20.00000000000000063321;Varhaiskasvatuksen opettaja, Kasvatustieteiden koulutus, Kasvatustieteen kandidaatti (3 v);Tampereen yliopisto;Kasvatustieteiden ja kulttuurin tiedekunta;E
1.2.246.562.20.00000000000000056824;Erityisopettajan tutkinto-ohjelma, Turku, kasvatustieteen kandidaatti ja kasvatustieteen maisteri (3 v + 2 v);Turun yliopisto;Kasvatustieteiden tiedekunta;E
1.2.246.562.20.00000000000000056825;Kasvatustieteiden tutkinto-ohjelma, Turku, kasvatustieteen kandidaatti ja kasvatustieteen maisteri (3 v + 2 v);Turun yliopisto;Kasvatustieteiden tiedekunta;E
1.2.246.562.20.00000000000000056828;Luokanopettajan tutkinto-ohjelma, Turku, kasvatustieteen kandidaatti ja kasvatustieteen maisteri (3 v + 2 v);Turun yliopisto;Kasvatustieteiden tiedekunta;E
1.2.246.562.20.00000000000000055092;Maisterihaku, kasvatustieteiden tutkinto-ohjelma, Turku, kasvatustieteen maisteri (2 v);Turun yliopisto;Kasvatustieteiden tiedekunta;E
1.2.246.562.20.00000000000000055097;Maisterihaku, luokanopettajan tutkinto-ohjelma, Turku, kasvatustieteen maisteri (2 v);Turun yliopisto;Kasvatustieteiden tiedekunta;E
1.2.246.562.20.00000000000000064222;Käsityön aineenopettajan tutkinto-ohjelma, Rauma, kasvatustieteen kandidaatti ja kasvatustieteen maisteri (3 v + 2 v);Turun yliopisto;Kasvatustieteiden tiedekunta;E
1.2.246.562.20.00000000000000056827;Luokanopettajan tutkinto-ohjelma, Rauma, kasvatustieteen kandidaatti ja kasvatustieteen maisteri (3 v + 2 v);Turun yliopisto;Kasvatustieteiden tiedekunta;E
1.2.246.562.20.00000000000000055094;Maisterihaku, kasvatustieteen (varhaiskasvatus) maisteriohjelma, Rauma, kasvatustieteen maisteri (2 v);Turun yliopisto;Kasvatustieteiden tiedekunta;E
1.2.246.562.20.00000000000000055096;Maisterihaku, luokanopettajan tutkinto-ohjelma, Rauma, kasvatustieteen maisteri (2 v);Turun yliopisto;Kasvatustieteiden tiedekunta;E
1.2.246.562.20.00000000000000056829;Varhaiskasvatuksen opettajan tutkinto-ohjelma, Rauma, kasvatustieteen kandidaatti (3 v);Turun yliopisto;Kasvatustieteiden tiedekunta;E
1.2.246.562.20.00000000000000059418;Varhaiskasvatuksen opettajan tutkinto-ohjelma, Rauma, kasvatustieteen kandidaatti ja maisteri (3 v + 2 v);Turun yliopisto;Kasvatustieteiden tiedekunta;E
1.2.246.562.20.00000000000000056189;Hushållsvetenskap: Utbildningsprogrammet för slöjdvetenskap och hushållsvetenskap (Vasa), pedagogie kandidat och pedagogie magister (3+2 år);Åbo Akademi;Fakulteten för pedagogik och välfärdsstudier;E
1.2.246.562.20.00000000000000056191;Slöjdvetenskap: Utbildningsprogrammet för slöjdvetenskap och hushållsvetenskap (Vasa), pedagogie kandidat och pedagogie magister (3+2 år);Åbo Akademi;Fakulteten för pedagogik och välfärdsstudier;E
1.2.246.562.20.00000000000000056192;Utbildningsprogrammet för klasslärare (Vasa), pedagogie kandidat och pedagogie magister (3+2 år);Åbo Akademi;Fakulteten för pedagogik och välfärdsstudier;E
1.2.246.562.20.00000000000000056193;Utbildningsprogrammet för lärare inom småbarnspedagogik (Vasa), pedagogie kandidat och pedagogie magister (3+2 år);Åbo Akademi;Fakulteten för pedagogik och välfärdsstudier;E
1.2.246.562.20.00000000000000056194;Utbildningsprogrammet för pedagogiskt ledarskap och utvecklingsarbete (Vasa), pedagogie kandidat och pedagogie magister (3+2 år);Åbo Akademi;Fakulteten för pedagogik och välfärdsstudier;E
1.2.246.562.20.00000000000000056195;Utbildningsprogrammet för speciallärare (Vasa), pedagogie kandidat och pedagogie magister (3+2 år);Åbo Akademi;Fakulteten för pedagogik och välfärdsstudier;E
1.2.246.562.20.00000000000000056065;Kauppatieteet, kauppatieteiden kandidaatti ja maisteri (3 v + 2 v) (Kauppatieteellisen alan yhteisvalinta);Aalto-yliopisto;Kauppakorkeakoulu;F
1.2.246.562.20.00000000000000056417;Ympäristö- ja elintarviketalouden kandiohjelma, maatalous- ja metsätieteiden kandidaatti ja maisteri tai elintarviketieteiden kandidaatti ja maisteri (3 v + 2 v);Helsingin yliopisto;Maatalous-metsätieteellinen tiedekunta;F
1.2.246.562.20.00000000000000056434;Taloustieteen kandiohjelma, valtiotieteiden kandidaatti ja maisteri (3 v + 2 v);Helsingin yliopisto;Valtiotieteellinen tiedekunta;F
1.2.246.562.20.00000000000000062564;Kauppatieteet, Joensuu, kauppatieteiden kandidaatti ja maisteri (3 v + 2 v) (Kauppatieteellisen alan yhteisvalinta);Itä-Suomen yliopisto;Yhteiskuntatieteiden ja kauppatieteiden tiedekunta;F
1.2.246.562.20.00000000000000062568;Liiketaloustiede ja tietojenkäsittelytiede, Joensuu, kauppatieteiden kandidaatti ja filosofian maisteri (3 v + 2 v);Itä-Suomen yliopisto;Yhteiskuntatieteiden ja kauppatieteiden tiedekunta;F
1.2.246.562.20.00000000000000062565;Kauppatieteet, Kuopio, kauppatieteiden kandidaatti ja maisteri (3 v + 2 v) (Kauppatieteellisen alan yhteisvalinta);Itä-Suomen yliopisto;Yhteiskuntatieteiden ja kauppatieteiden tiedekunta;F
1.2.246.562.20.00000000000000062569;Liiketaloustiede ja tietojenkäsittelytiede, Kuopio, kauppatieteiden kandidaatti ja filosofian maisteri (3 v + 2 v);Itä-Suomen yliopisto;Yhteiskuntatieteiden ja kauppatieteiden tiedekunta;F
1.2.246.562.20.00000000000000062706;Taloustiede, Kuopio, yhteiskuntatieteiden kandidaatti (3 v);Itä-Suomen yliopisto;Yhteiskuntatieteiden ja kauppatieteiden tiedekunta;F
1.2.246.562.20.00000000000000064112;Tietojärjestelmätieteen kandidaatti- ja maisteriohjelma, kauppatieteiden kandidaatti ja maisteri (3 v+ 2 v);Jyväskylän yliopisto;Informaatioteknologian tiedekunta;F
1.2.246.562.20.00000000000000063133;Kauppatieteiden kandidaatti- ja maisteriohjelma, kauppatieteiden kandidaatti ja maisteri (3 v + 2 v) (Kauppatieteellisen alan yhteisvalinta);Jyväskylän yliopisto;Jyväskylän yliopiston kauppakorkeakoulu (JSBE);F
1.2.246.562.20.00000000000000063134;Taloustieteen kandidaatti- ja maisteriohjelma, kauppatieteiden kandidaatti ja maisteri (3 v + 2 v) (Kauppatieteellisen alan yhteisvalinta);Jyväskylän yliopisto;Jyväskylän yliopiston kauppakorkeakoulu (JSBE);F
1.2.246.562.20.00000000000000064045;Kauppatieteet, kauppatieteiden kandidaatti ja maisteri, (3 v + 2 v), Kauppatieteellisen alan yhteisvalinta;Lappeenrannan-Lahden teknillinen yliopisto LUT;LUT-yliopisto;F
1.2.246.562.20.00000000000000056015;Kauppatieteet, kauppatieteiden kandidaatti ja maisteri (3v + 2v) (Kauppatieteellisen alan yhteisvalinta);Oulun yliopisto;Kauppakorkeakoulu;F
1.2.246.562.20.00000000000000061788;Ekonomi, ekonomie kandidat och ekonomie magister (3 år + 2 år), Helsingfors;Svenska handelshögskolan;Hanken Helsingfors;F
1.2.246.562.20.00000000000000063757;Ekonomi, ekonomie kandidat och ekonomie magister (3 år + 2 år), Vasa;Svenska handelshögskolan;Hanken Vasa;F
1.2.246.562.20.00000000000000063480;Kauppatieteiden koulutus (Kauppatieteellisen alan yhteisvalinta), Kauppatieteiden kandidaatti ja maisteri (3 v + 2 v);Tampereen yliopisto;Johtamisen ja talouden tiedekunta;F
1.2.246.562.20.00000000000000056834;Kauppatieteet, Turku, kauppatieteiden kandidaatti ja kauppatieteiden maisteri (3 v + 2 v), Kauppatieteellisen alan yhteisvalinta;Turun yliopisto;Turun kauppakorkeakoulu;F
1.2.246.562.20.00000000000000056687;Taloustiede, valtiotieteiden kandidaatti ja valtiotieteiden maisteri (3 v + 2 v);Turun yliopisto;Turun kauppakorkeakoulu;F
1.2.246.562.20.00000000000000056835;Kauppatieteet, Pori, kauppatieteiden kandidaatti ja kauppatieteiden maisteri (3 v + 2 v), Kauppatieteellisen alan yhteisvalinta;Turun yliopisto;Turun kauppakorkeakoulu;F
1.2.246.562.20.00000000000000064359;Kauppatieteet, kauppatieteiden kandidaatti ja maisteri (3 v + 2 v) (Kauppatieteellisen alan yhteisvalinta) 2025;Vaasan yliopisto;Kauppatieteellinen ala;F
1.2.246.562.20.00000000000000064240;Tuotantotalous ja tietojärjestelmätiede, kauppatieteiden kandidaatti ja maisteri (3 v + 2 v) 2025;Vaasan yliopisto;Tekniikan ja innovaatiojohtamisen yksikkö;F
1.2.246.562.20.00000000000000056202;Utbildningsprogrammet i ekonomi (Åbo), ekonomie kandidat och ekonomie magister (3+2 år);Åbo Akademi;Yhteiskuntatieteiden;F
1.2.246.562.20.00000000000000056428;Oikeusnotaarin koulutusohjelma (opetus Helsingissä suomeksi), oikeusnotaari ja oikeustieteen maisteri (3 v + 2 v);Helsingin yliopisto;Oikeustieteellinen tiedekunta;G
1.2.246.562.20.00000000000000056429;Utbildningsprogrammet för rättsnotarie (undervisning i Helsingfors på svenska), rättsnotarie och juris magister (3 år + 2 år);Helsingin yliopisto;Oikeustieteellinen tiedekunta;G
1.2.246.562.20.00000000000000056430;Oikeusnotaarin koulutusohjelma, opetus Vaasassa suomeksi ja ruotsiksi (suomen kielen taitoisille hakijoille), oikeusnotaari ja oikeustieteen maisteri (3 v + 2 v);Helsingin yliopisto;Oikeustieteellinen tiedekunta;G
1.2.246.562.20.00000000000000056431;Utbildningsprogrammet för rättsnotarie, undervisning i Vasa på svenska och finska (för sökande med kunskaper i svenska), rättsnotarie och juris magister (3 år + 2 år);Helsingin yliopisto;Oikeustieteellinen tiedekunta;G
1.2.246.562.20.00000000000000056436;Kandidatprogrammet i samhällsvetenskaper (avläggs på svenska), journalistik och kommunikation, rättsvetenskap, socialpsykologi, sociologi, statskunskap med förvaltning, politices kandidat (3 år + 2 år);Helsingin yliopisto;Svenska social- och kommunalhögskolan vid Helsingfors universitet;G
1.2.246.562.20.00000000000000056437;Socialt arbete, kandidatprogrammet i samhällsvetenskaper (avläggs på svenska), politices kandidat (3 år + 2 år);Helsingin yliopisto;Svenska social- och kommunalhögskolan vid Helsingfors universitet;G
1.2.246.562.20.00000000000000056433;Politiikan ja viestinnän kandiohjelma, valtiotieteiden kandidaatti ja maisteri (3 v + 2 v);Helsingin yliopisto;Valtiotieteellinen tiedekunta;G
1.2.246.562.20.00000000000000056438;Sosiaalipsykologia, sosiologia ja yhteiskuntapolitiikka, sosiaalitieteiden kandiohjelma, valtiotieteiden kandidaatti ja maisteri (3 v + 2 v);Helsingin yliopisto;Valtiotieteellinen tiedekunta;G
1.2.246.562.20.00000000000000056439;Sosiaalityö, sosiaalitieteiden kandiohjelma, valtiotieteiden kandidaatti ja maisteri (3 v + 2 v);Helsingin yliopisto;Valtiotieteellinen tiedekunta;G
1.2.246.562.20.00000000000000056435;Yhteiskunnallisen muutoksen kandiohjelma, valtiotieteiden kandidaatti ja maisteri (3 v + 2 v);Helsingin yliopisto;Valtiotieteellinen tiedekunta;G
1.2.246.562.20.00000000000000062624;Julkisoikeus, Joensuu, hallintotieteiden kandidaatti ja maisteri (3 v + 2 v);Itä-Suomen yliopisto;Yhteiskuntatieteiden ja kauppatieteiden tiedekunta;G
1.2.246.562.20.00000000000000062632;Oikeustiede, Joensuu, oikeusnotaari ja oikeustieteen maisteri (3 v + 2 v);Itä-Suomen yliopisto;Yhteiskuntatieteiden ja kauppatieteiden tiedekunta;G
1.2.246.562.20.00000000000000062750;Yhteiskuntatieteet (sosiaalipedagogiikka, sosiologia, yhteiskuntapolitiikka), Joensuu, yhteiskuntatieteiden kandidaatti ja maisteri (3 v + 2 v);Itä-Suomen yliopisto;Yhteiskuntatieteiden ja kauppatieteiden tiedekunta;G
1.2.246.562.20.00000000000000062764;Sosiaalipsykologia, Kuopio, yhteiskuntatieteiden kandidaatti  ja maisteri (3 v + 2 v);Itä-Suomen yliopisto;Yhteiskuntatieteiden ja kauppatieteiden tiedekunta;G
1.2.246.562.20.00000000000000062775;Sosiaalityö, Kuopio, yhteiskuntatieteiden kandidaatti ja maisteri (3 v + 2 v);Itä-Suomen yliopisto;Yhteiskuntatieteiden ja kauppatieteiden tiedekunta;G
1.2.246.562.20.00000000000000064807;Journalistiikan kandidaatti- ja maisteriohjelma, humanististen tieteiden kandidaatti ja filosofian maisteri (3 v + 2 v);Jyväskylän yliopisto;Humanistis-yhteiskuntatieteellinen tiedekunta;G
1.2.246.562.20.00000000000000064073;Sosiaalityön kandidaatti- ja maisteriohjelma, yhteiskuntatieteiden kandidaatti ja maisteri (3 v + 2 v);Jyväskylän yliopisto;Humanistis-yhteiskuntatieteellinen tiedekunta;G
1.2.246.562.20.00000000000000064076;Viestinnän kandidaatti- ja maisteriohjelma, humanististen tieteiden kandidaatti ja filosofian maisteri (3 v + 2 v);Jyväskylän yliopisto;Humanistis-yhteiskuntatieteellinen tiedekunta;G
1.2.246.562.20.00000000000000064794;Yhteiskuntatieteiden ja filosofian kandidaatti- ja maisteriohjelma, yhteiskuntatieteiden kandidaatti ja maisteri (3 v + 2 v);Jyväskylän yliopisto;Humanistis-yhteiskuntatieteellinen tiedekunta;G
1.2.246.562.20.00000000000000063092;Liikunnan yhteiskuntatieteiden kandidaatti- ja maisteriohjelma, liikuntatieteiden kandidaatti ja maisteri (3 v + 2 v);Jyväskylän yliopisto;Liikuntatieteellinen tiedekunta;G
1.2.246.562.20.00000000000000063402;Maisterihaku, liikunnan yhteiskuntatieteiden maisteriohjelma, liikuntatieteiden maisteri (2 v);Jyväskylän yliopisto;Liikuntatieteellinen tiedekunta;G
1.2.246.562.20.00000000000000064825;Oikeustiede, oikeusnotaari ja oikeustieteen maisteri (3 v + 2 v), Rovaniemi, 2025;Lapin yliopisto;Oikeustieteiden tiedekunta;G
1.2.246.562.20.00000000000000063873;Hallintotieteiden ja johtamisen tutkinto-ohjelma, hallintotieteiden tai yhteiskuntatieteiden kandidaatti ja hallintotieteiden tai yhteiskuntatieteiden maisteri (3 v + 2 v), 2025;Lapin yliopisto;Yhteiskuntatieteiden tiedekunta;G
1.2.246.562.20.00000000000000064231;Matkailututkimuksen tutkinto-ohjelma, yhteiskuntatieteiden kandidaatti ja maisteri (3 v + 2 v), 2025;Lapin yliopisto;Yhteiskuntatieteiden tiedekunta;G
1.2.246.562.20.00000000000000064236;Politiikkatieteiden ja sosiologian tutkinto-ohjelma, yhteiskuntatieteiden kandidaatti ja maisteri  (3 v + 2 v), 2025;Lapin yliopisto;Yhteiskuntatieteiden tiedekunta;G
1.2.246.562.20.00000000000000064243;Sosiaalityön tutkinto-ohjelma, yhteiskuntatieteiden kandidaatti ja maisteri (3 v + 2 v),  Rovaniemi, 2025;Lapin yliopisto;Yhteiskuntatieteiden tiedekunta;G
1.2.246.562.20.00000000000000062074;Viestintätieteet, yhteiskuntatieteiden kandidaatti ja maisteri (3 v + 2 v);Lappeenrannan-Lahden teknillinen yliopisto LUT;LUT-yliopisto;G
1.2.246.562.20.00000000000000056227;Yhteiskuntatieteet, yhteiskuntatieteiden kandidaatti ja maisteri (3 v + 2 v);Lappeenrannan-Lahden teknillinen yliopisto LUT;LUT-yliopisto;G
1.2.246.562.20.00000000000000056003;Informaatiotutkimus, Historia-, kulttuuri- ja viestintätieteiden tutkinto-ohjelma, humanististen tieteiden kandidaatti ja filosofian maisteri (3 v + 2 v);Oulun yliopisto;Humanistinen tiedekunta;G
1.2.246.562.20.00000000000000063271;Informaatiotutkimus, Viestinnän monitieteinen koulutus, Luonnontieteiden kandidaatti ja filosofian maisteri (3 v + 2 v);Tampereen yliopisto;Informaatioteknologian ja viestinnän tiedekunta;G
1.2.246.562.20.00000000000000063273;Journalistiikka, Viestinnän monitieteinen koulutus, Yhteiskuntatieteiden kandidaatti ja maisteri (3 v + 2 v);Tampereen yliopisto;Informaatioteknologian ja viestinnän tiedekunta;G
1.2.246.562.20.00000000000000063276;Mediatutkimus, Viestinnän monitieteinen koulutus, Yhteiskuntatieteiden kandidaatti ja maisteri (3 v + 2 v);Tampereen yliopisto;Informaatioteknologian ja viestinnän tiedekunta;G
1.2.246.562.20.00000000000000063275;Viestintä, Viestinnän monitieteinen koulutus, Humanististen tieteiden kandidaatti ja filosofian maisteri (3 v + 2 v);Tampereen yliopisto;Informaatioteknologian ja viestinnän tiedekunta;G
1.2.246.562.20.00000000000000063306;Hallintotieteiden koulutus, Hallintotieteiden kandidaatti ja maisteri (3 v + 2 v);Tampereen yliopisto;Johtamisen ja talouden tiedekunta;G
1.2.246.562.20.00000000000000063288;Politiikan tutkimuksen koulutus, Yhteiskuntatieteiden kandidaatti ja maisteri (3 v + 2 v);Tampereen yliopisto;Johtamisen ja talouden tiedekunta;G
1.2.246.562.20.00000000000000063527;Sosiaalityön koulutus, Yhteiskuntatieteiden kandidaatti ja maisteri (3 v + 2 v);Tampereen yliopisto;Yhteiskuntatieteiden tiedekunta;G
1.2.246.562.20.00000000000000056836;Oikeustiede, oikeusnotaari ja oikeustieteen maisteri (3 v + 2 v);Turun yliopisto;Oikeustieteellinen tiedekunta;G
1.2.246.562.20.00000000000000056882;Poliittinen historia ja valtio-oppi, valtiotieteiden kandidaatti ja valtiotieteiden maisteri (3 v + 2 v);Turun yliopisto;Yhteiskuntatieteellinen tiedekunta;G
1.2.246.562.20.00000000000000056883;Sosiaalitieteet, valtiotieteiden kandidaatti ja valtiotieteiden maisteri (3 v + 2 v);Turun yliopisto;Yhteiskuntatieteellinen tiedekunta;G
1.2.246.562.20.00000000000000056884;Sosiaalityö, valtiotieteiden kandidaatti ja valtiotieteiden maisteri (3 v + 2 v);Turun yliopisto;Yhteiskuntatieteellinen tiedekunta;G
1.2.246.562.20.00000000000000064443;Hallintotieteet, Hallintotieteiden kandidaatti ja maisteri (3 v + 2 v) 2025;Vaasan yliopisto;Johtamisen yksikkö;G
1.2.246.562.20.00000000000000064402;Viestintätieteiden kandidaattiohjelma, humanististen tieteiden kandidaatti ja filosofian maisteri (3 v + 2 v);Vaasan yliopisto;Markkinoinnin ja viestinnän yksikkö;G
1.2.246.562.20.00000000000000056197;Utbildningsprogrammet i socialvetenskaper (Vasa), politices kandidat och politices magister (3+2 år);Åbo Akademi;Fakulteten för pedagogik och välfärdsstudier;G
1.2.246.562.20.00000000000000056203;Utbildningsprogrammet i juridik, rättsnotarie och juris magister (3+2 år);Åbo Akademi;Yhteiskuntatieteiden;G
1.2.246.562.20.00000000000000056205;Utbildningsprogrammet i samhällsvetenskaper (Åbo), politices kandidat och politices magister (3+2 år);Åbo Akademi;Yhteiskuntatieteiden;G
1.2.246.562.20.00000000000000056204;Utbildningsprogrammet i samhällsvetenskaper (Vasa), politices kandidat och politices magister (3+2 år);Åbo Akademi;Yhteiskuntatieteiden;G
1.2.246.562.20.00000000000000056377;Filosofian kandiohjelma (opetus suomeksi), humanististen tieteiden tai valtiotieteiden kandidaatti ja filosofian tai valtiotieteiden maisteri (3 v + 2 v);Helsingin yliopisto;Humanistinen tiedekunta;H
1.2.246.562.20.00000000000000056379;Historian kandiohjelma (opetus suomeksi), humanististen tieteiden kandidaatti ja filosofian maisteri (3 v + 2 v);Helsingin yliopisto;Humanistinen tiedekunta;H
1.2.246.562.20.00000000000000056378;Kandidatprogrammet i filosofi (undervisning på svenska), kandidat i humanistiska vetenskaper och filosofie eller politices magister (3 år + 2 år);Helsingin yliopisto;Humanistinen tiedekunta;H
1.2.246.562.20.00000000000000056380;Kandidatprogrammet i historia (undervisning på svenska), kandidat i humanistiska vetenskaper och filosofie magister (3 år + 2 år);Helsingin yliopisto;Humanistinen tiedekunta;H
